ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
39 1 1 3.8252 4.8314 4.29405 
40 1 1 3.80278 5.75793 4.29405 
41 1 1 3.10495 6.10023 4.90891 
42 1 1 3.61308 5.68544 5.62623 
43 1 1 3.47214 4.72006 5.48902 
44 1 1 3.91455 4.6235 6.39277 
45 1 1 4.62065 4.88054 5.6981 
46 1 1 4.32783 4.2405 4.97763 
47 1 1 5.31214 4.10434 5.13293 
48 1 1 5.36001 4.48116 4.21764 
49 1 1 6.224 4.11475 3.85389 
50 1 1 6.36489 4.27017 2.9327 
51 1 1 7.08118 4.00693 2.39073 
52 1 1 7.19435 4.67558 1.75588 
53 1 1 6.43711 4.49412 1.16647 
54 1 1 6.49473 4.27586 0.251593 
55 1 1 6.95008 4.02424 99.4413 
56 1 1 7.91906 3.77582 99.4489 
57 1 1 8.87571 4.00205 99.4977 
58 1 1 9.006 3.09802 99.5969 
59 1 1 9.47327 2.31967 99.3306 
60 1 1 8.7215 1.78485 99.1838 
61 1 1 7.83002 1.64006 99.0526 
62 1 1 7.58506 0.665277 99.4834 
63 1 1 6.59852 0.913264 99.5935 
64 1 1 5.71139 1.27606 99.696 
65 1 1 5.4267 0.196628 99.8566 
66 1 1 6.08979 0.0307189 0.6842 
67 1 1 5.59553 0.201299 1.51678 
68 1 1 4.99967 0.126424 2.23484 
69 1 1 5.20622 0.377269 3.10618 
70 1 1 5.58609 99.4836 3.35936 
71 1 1 6.18472 98.7937 3.87487 
72 1 1 6.65925 98.5142 4.72427 
73 1 1 6.76071 99.4116 5.15238 
74 1 1 6.65388 99.3705 6.08582 
75 1 1 6.39928 0.172905 6.49974 
76 1 1 6.61461 1.17417 6.34115 
77 1 1 5.82868 1.66892 6.7468 
78 1 1 5.98295 1.37394 7.62664 
79 1 1 6.08827 1.40804 8.5765 
80 1 1 5.77662 1.87381 9.37006 
81 1 1 5.77346 2.80413 9.00193 
82 1 1 5.61075 3.25035 9.90989 
83 1 1 4.97778 2.6822 10.1721 
84 1 1 4.97914 1.66334 10.0898 
85 1 1 4.84733 0.987963 9.42475 
86 1 1 5.50898 0.251069 9.77453 
87 1 1 5.17415 99.4593 10.1732 
88 1 1 5.92769 98.9618 9.74694 
89 1 1 6.52948 98.3606 9.3456 
90 1 1 6.84418 97.5055 9.2364 
91 1 1 6.2334 97.2348 10.0316 
92 1 1 5.53208 97.1856 10.746 
93 1 1 4.54016 97.2841 10.8821 
94 1 1 4.49107 98.181 11.1646 
95 1 1 3.65321 97.7258 10.9808 
96 1 1 2.73519 97.4962 11.0798 
97 1 1 3.29234 96.7999 10.8552 
98 1 1 2.77182 96.9206 10.0169 
99 1 1 2.08047 97.6238 9.90817 
100 1 1 1.58957 97.4503 9.07536 
ITEM: TIMESTEP
260000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 10.8335 96.9937 8.34696 
2 1 1 11.5675 96.3384 8.44118 
3 1 1 11.5975 95.7383 7.65057 
4 1 1 10.9008 95.4548 6.93807 
5 1 1 11.1055 95.4956 6.01371 
6 1 1 10.4526 96.0867 5.47104 
7 1 1 9.57817 95.8543 5.85583 
8 1 1 9.85376 95.475 6.66867 
9 1 1 8.9853 95.1547 6.95818 
10 1 1 9.14716 94.8051 7.87436 
11 1 1 10.0648 94.6906 7.62099 
12 1 1 10.0988 95.1145 8.46219 
13 1 1 9.27374 94.8375 9.08337 
14 1 1 8.56452 95.4363 8.63746 
15 1 1 8.34554 96.2446 9.07392 
16 1 1 8.60356 96.5755 8.14218 
17 1 1 8.99886 96.4765 7.25282 
18 1 1 9.03795 97.4497 7.38301 
19 1 1 9.98756 97.4191 7.16545 
20 1 1 10.43 98.1544 6.64457 
21 1 1 10.3997 98.7138 5.91913 
22 1 1 9.80376 99.5157 5.78353 
23 1 1 9.43138 99.4279 4.89941 
24 1 1 8.95098 99.5874 4.09069 
25 1 1 8.67353 0.385925 3.53518 
26 1 1 9.28279 0.644146 4.27825 
27 1 1 9.32156 1.61224 4.51227 
28 1 1 9.95574 2.34866 4.41037 
29 1 1 9.69017 2.45289 3.49391 
30 1 1 9.62957 2.68865 2.51056 
31 1 1 8.68037 2.7761 2.4475 
32 1 1 7.83786 3.34885 2.25503 
33 1 1 6.8636 3.43649 2.31888 
34 1 1 7.38647 4.17399 1.95523 
35 1 1 7.21652 4.93924 1.41922 
36 1 1 6.79625 5.37475 2.14444 
37 1 1 6.34364 4.53385 2.0625 
38 1 1 5.47645 4.74201 1.90615 
39 1 1 4.78247 5.46892 2.11068 
40 1 1 4.53903 4.96247 1.3075 
41 1 1 3.59773 5.00095 1.61241 
42 1 1 4.19576 4.28935 1.97118 
43 1 1 4.74812 3.51667 1.59554 
44 1 1 5.34813 3.59618 0.85478 
45 1 1 5.3383 3.48398 99.7395 
46 1 1 5.72808 3.18336 98.8965 
47 1 1 6.47421 3.00031 99.3225 
48 1 1 7.39199 2.65034 99.3796 
49 1 1 8.31961 3.01335 99.181 
50 1 1 8.18539 4.06899 99.5369 
51 1 1 8.65396 4.01915 98.573 
52 1 1 8.68014 4.54291 97.6902 
53 1 1 8.71881 3.81933 97.0895 
54 1 1 8.11839 3.05696 96.8795 
55 1 1 7.31562 2.45811 96.6114 
56 1 1 7.11213 2.90114 97.4908 
57 1 1 7.10217 1.83894 97.5081 
58 1 1 7.59385 1.7196 98.3188 
59 1 1 7.12007 0.938823 98.5015 
60 1 1 7.58072 0.118301 98.8462 
61 1 1 7.43185 99.6487 99.6301 
62 1 1 6.71286 99.3856 0.278667 
63 1 1 5.85573 99.3338 0.698552 
64 1 1 6.04389 99.9568 1.29474 
65 1 1 6.23469 99.3189 2.05927 
66 1 1 6.79813 98.6218 2.30778 
67 1 1 6.32079 97.7949 2.24529 
68 1 1 6.11217 96.9427 1.82867 
69 1 1 6.52776 96.1981 1.40202 
70 1 1 6.92227 96.3245 2.21258 
71 1 1 6.64135 96.4694 3.14325 
72 1 1 6.96766 95.8247 3.86891 
73 1 1 6.3328 96.147 4.51753 
74 1 1 5.75168 96.7629 5.0193 
75 1 1 4.82941 96.8817 5.44329 
76 1 1 4.10576 96.8742 6.14829 
77 1 1 4.13094 96.4544 7.00825 
78 1 1 4.91179 96.3571 7.6507 
79 1 1 4.88434 96.2503 8.59302 
80 1 1 5.2796 97.0674 8.8503 
81 1 1 6.20412 97.1456 9.13888 
82 1 1 7.18252 97.115 9.05305 
83 1 1 7.41234 96.9647 9.94124 
84 1 1 6.81477 97.6079 10.1652 
85 1 1 7.56869 97.8105 10.5968 
86 1 1 7.14794 98.1823 11.4353 
87 1 1 6.32939 98.4607 11.9441 
88 1 1 5.98059 99.2555 12.2917 
89 1 1 6.66205 99.9208 12.0052 
90 1 1 6.16227 99.7557 11.216 
91 1 1 5.72504 0.649959 11.286 
92 1 1 5.14531 99.8901 11.3321 
93 1 1 5.01291 99.0224 11.8365 
94 1 1 5.3638 98.4196 12.7016 
95 1 1 4.74214 97.7529 12.8812 
96 1 1 4.98307 97.2557 12.1497 
97 1 1 5.13658 96.5433 12.7227 
98 1 1 4.52687 95.9096 13.0689 
99 1 1 4.23379 96.2582 13.8791 
100 1 1 4.15965 95.6126 14.6452 
ITEM: TIMESTEP
270000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 4.51408 1.57191 9.93218 
2 1 1 4.93707 0.668486 10.1599 
3 1 1 5.51064 1.43436 10.4317 
4 1 1 6.24431 2.04457 10.2838 
5 1 1 7.14761 1.88017 9.89604 
6 1 1 6.49777 1.0386 9.84338 
7 1 1 7.39779 0.963043 10.2709 
8 1 1 7.66357 1.53324 10.9437 
9 1 1 8.36298 1.32618 10.2555 
10 1 1 8.85223 1.32796 9.39951 
11 1 1 8.955 1.3245 8.44299 
12 1 1 8.24022 0.79127 8.19094 
13 1 1 7.66631 0.708081 7.50993 
14 1 1 8.30691 1.52081 7.48394 
15 1 1 7.50119 1.56271 6.99962 
16 1 1 7.17327 1.94195 6.20558 
17 1 1 7.00215 2.88985 5.77559 
18 1 1 7.68294 2.49594 5.23797 
19 1 1 7.08856 2.53655 4.44948 
20 1 1 6.37672 3.26427 4.4814 
21 1 1 6.11631 2.4311 5.03136 
22 1 1 6.22851 1.8166 4.33028 
23 1 1 5.5125 1.92664 3.64794 
24 1 1 6.16958 2.65731 3.5156 
25 1 1 6.42271 2.1001 2.75217 
26 1 1 6.18482 2.98219 2.47379 
27 1 1 6.54473 3.69575 1.90921 
28 1 1 7.26956 4.22637 2.0425 
29 1 1 6.84309 4.11055 2.88304 
30 1 1 6.41377 4.09012 3.72818 
31 1 1 5.40313 3.84793 4.0915 
32 1 1 4.87175 4.58258 3.97561 
33 1 1 5.55444 5.14107 4.26165 
34 1 1 5.48377 5.12252 3.27272 
35 1 1 5.76884 5.06632 2.38075 
36 1 1 4.95135 5.52573 2.38712 
37 1 1 4.02431 5.15578 2.19273 
38 1 1 4.07256 4.38756 1.70734 
39 1 1 3.40278 4.56118 0.926397 
40 1 1 3.9861 3.74722 0.895329 
41 1 1 4.90421 3.86305 1.02214 
42 1 1 5.60127 3.76977 0.387075 
43 1 1 6.3911 3.22084 0.793822 
44 1 1 6.90205 2.36974 0.808112 
45 1 1 7.54025 1.6875 0.886624 
46 1 1 6.85045 1.33765 1.4521 
47 1 1 7.70565 0.823148 1.57214 
48 1 1 8.49552 1.03776 2.08785 
49 1 1 8.77988 0.462208 1.39804 
50 1 1 8.38137 0.823927 0.46991 
51 1 1 7.71594 1.09244 99.7869 
52 1 1 7.98954 0.525628 99.1041 
53 1 1 8.24973 0.324917 98.2185 
54 1 1 8.00382 99.3238 97.9971 
55 1 1 7.94249 98.6671 97.2934 
56 1 1 7.86822 99.3605 96.6308 
57 1 1 7.20399 99.5372 97.3008 
58 1 1 6.50651 99.9794 97.9901 
59 1 1 7.04355 99.9727 98.8651 
60 1 1 6.37473 99.3331 98.8951 
61 1 1 6.04855 98.2921 99.0358 
62 1 1 5.97402 98.7465 99.8737 
63 1 1 6.33873 97.9643 0.319163 
64 1 1 6.94378 98.2042 1.11595 
65 1 1 7.25566 98.4131 1.92861 
66 1 1 7.47803 99.327 2.34624 
67 1 1 8.0692 0.0957189 2.24784 
68 1 1 7.81868 0.163332 3.22249 
69 1 1 8.49382 99.6859 3.77473 
70 1 1 8.3024 0.236437 4.48619 
71 1 1 7.36175 0.426795 4.32995 
72 1 1 6.71341 99.7649 4.047 
73 1 1 6.86511 98.9139 4.46656 
74 1 1 6.51754 99.1228 5.40679 
75 1 1 6.6227 98.1999 5.66834 
76 1 1 6.38693 97.2467 5.39154 
77 1 1 5.60567 96.7582 5.71995 
78 1 1 5.56643 97.1022 6.71388 
79 1 1 6.10438 97.3371 7.48831 
80 1 1 5.90355 97.5598 8.39026 
81 1 1 5.0836 97.8669 8.77221 
82 1 1 4.4167 97.179 8.70974 
83 1 1 4.80481 97.0712 9.65881 
84 1 1 3.82676 97.3604 9.68493 
85 1 1 2.98074 97.8128 9.77175 
86 1 1 2.14815 98.2066 9.33771 
87 1 1 1.99982 98.1464 10.3042 
88 1 1 2.6265 98.4113 11.0617 
89 1 1 3.14975 97.7075 11.4597 
90 1 1 3.03273 96.6776 11.3927 
91 1 1 2.4526 96.4969 12.1473 
92 1 1 2.48986 95.5007 11.8583 
93 1 1 3.45815 95.4504 11.7361 
94 1 1 3.38085 94.7598 10.9234 
95 1 1 2.55804 94.4166 10.6732 
96 1 1 3.10589 93.7599 11.3271 
97 1 1 2.69048 94.0197 12.1783 
98 1 1 1.81413 94.5069 12.3967 
99 1 1 2.49631 94.6745 13.2153 
100 1 1 2.93095 94.2137 14.0091 
ITEM: TIMESTEP
280000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 12.8839 6.5404 10.6154 
2 1 1 13.7921 6.29084 10.9318 
3 1 1 13.9503 5.605 11.6128 
4 1 1 14.4453 4.87286 11.2856 
5 1 1 14.0476 4.13434 10.8315 
6 1 1 13.1447 4.42524 10.9002 
7 1 1 12.1221 4.54631 10.8171 
8 1 1 12.1204 4.95747 9.89893 
9 1 1 11.4424 5.50093 9.50222 
10 1 1 11.4144 5.31936 8.57287 
11 1 1 11.3945 6.22735 8.54294 
12 1 1 10.9149 7.09779 8.67711 
13 1 1 10.3914 7.5573 8.10145 
14 1 1 10.2196 6.77006 7.61264 
15 1 1 9.7409 6.17039 8.0481 
16 1 1 9.26822 6.99654 8.37094 
17 1 1 9.44786 6.34161 9.03478 
18 1 1 9.17883 5.46985 8.93525 
19 1 1 8.4152 5.89228 9.03809 
20 1 1 7.64983 5.7513 8.48654 
21 1 1 7.13599 5.17491 8.00461 
22 1 1 7.03435 5.38709 7.03083 
23 1 1 7.23022 4.46921 6.49621 
24 1 1 6.61283 4.86932 5.86697 
25 1 1 6.2492 4.95816 4.98762 
26 1 1 6.42103 4.56105 4.05915 
27 1 1 6.62884 3.99369 4.80743 
28 1 1 6.00853 3.60904 4.16415 
29 1 1 5.58371 2.74449 4.49458 
30 1 1 4.7157 3.13759 4.28336 
31 1 1 4.14671 3.03363 3.5132 
32 1 1 3.64245 3.72794 3.19954 
33 1 1 3.13757 4.53724 3.29056 
34 1 1 3.09402 5.30967 2.58875 
35 1 1 3.58499 4.66348 2.24583 
36 1 1 4.19043 5.43839 2.07303 
37 1 1 4.82409 4.7629 1.74279 
38 1 1 5.73914 4.61075 1.58827 
39 1 1 5.56537 5.33428 2.25822 
40 1 1 5.57904 6.19331 2.66463 
41 1 1 5.92974 6.3437 1.80181 
42 1 1 6.11302 7.21313 2.00746 
43 1 1 5.36043 7.80141 1.89854 
44 1 1 5.91396 8.51054 1.53788 
45 1 1 5.61321 8.26447 0.619819 
46 1 1 5.13413 7.98416 99.8895 
47 1 1 5.21558 7.40169 0.706871 
48 1 1 5.43624 6.4361 0.538269 
49 1 1 6.20767 7.04385 0.632886 
50 1 1 7.16868 6.95833 0.636817 
51 1 1 6.89241 7.32658 99.8425 
52 1 1 6.17229 7.89168 99.7583 
53 1 1 5.88389 8.36485 98.9542 
54 1 1 5.52569 7.43945 98.7527 
55 1 1 4.57616 7.17178 98.2587 
56 1 1 4.58171 6.20168 98.6177 
57 1 1 5.09437 5.5591 98.9989 
58 1 1 4.84484 4.66976 99.4537 
59 1 1 5.76547 4.78226 99.2216 
60 1 1 5.78435 3.86981 98.8874 
61 1 1 6.17632 3.07183 98.7374 
62 1 1 6.77369 2.30305 99.2479 
63 1 1 6.63907 1.88257 0.108843 
64 1 1 7.04577 2.10627 0.947492 
65 1 1 6.85513 1.87014 1.95113 
66 1 1 7.27955 0.969784 1.79072 
67 1 1 6.91093 0.918158 2.67818 
68 1 1 6.91281 0.178967 3.40004 
69 1 1 7.20396 99.6009 4.04694 
70 1 1 7.14304 99.714 5.09233 
71 1 1 6.69016 0.139511 5.87107 
72 1 1 5.79363 0.377758 6.14349 
73 1 1 5.98454 99.4095 6.05865 
74 1 1 6.26505 98.5593 5.95294 
75 1 1 6.17495 97.7947 6.42596 
76 1 1 6.21638 97.14 7.06035 
77 1 1 5.33515 96.9803 6.61551 
78 1 1 5.26992 96.6979 7.59101 
79 1 1 4.58772 97.0913 8.27852 
80 1 1 4.19697 97.2631 9.16753 
81 1 1 3.25492 97.3992 8.65552 
82 1 1 2.61495 98.0042 8.26251 
83 1 1 1.73988 98.4157 8.32121 
84 1 1 1.13552 98.974 7.85046 
85 1 1 1.2702 99.2596 7.01002 
86 1 1 0.595672 99.4732 6.32942 
87 1 1 0.626014 0.346314 6.13492 
88 1 1 0.623258 1.01065 6.76719 
89 1 1 0.313571 1.55098 7.50915 
90 1 1 0.0488489 2.05624 8.35962 
91 1 1 99.4495 1.90773 9.099 
92 1 1 98.5462 1.94695 8.64976 
93 1 1 98.2948 1.84465 9.57321 
94 1 1 97.364 1.51685 10.0969 
95 1 1 97.614 1.10098 10.9663 
96 1 1 98.4924 1.53546 11.3452 
97 1 1 97.8702 2.03892 11.9674 
98 1 1 96.9374 1.68204 11.8899 
99 1 1 95.999 1.40538 11.8391 
100 1 1 96.3003 0.527629 11.7487 
ITEM: TIMESTEP
290000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 9.66749 2.34858 20.3894 
2 1 1 9.14713 1.56852 20.1061 
3 1 1 9.24429 1.6239 19.1584 
4 1 1 9.40679 0.746682 18.8882 
5 1 1 10.001 0.578098 18.2062 
6 1 1 9.39471 0.719804 17.432 
7 1 1 10.1412 1.11924 16.904 
8 1 1 11.0153 1.52981 16.5325 
9 1 1 10.7208 0.810807 15.949 
10 1 1 10.8689 0.879396 15.0146 
11 1 1 11.0784 1.79648 15.3591 
12 1 1 11.6953 2.5991 15.0603 
13 1 1 11.4079 3.53062 14.983 
14 1 1 12.3711 3.90249 14.51 
15 1 1 11.9149 3.7043 13.7028 
16 1 1 12.2684 2.72973 13.6787 
17 1 1 11.7264 2.01418 13.5925 
18 1 1 11.3587 2.65811 12.9542 
19 1 1 10.6263 2.31407 13.3708 
20 1 1 10.0283 3.05722 13.5101 
21 1 1 10.0793 3.58892 12.5751 
22 1 1 9.71172 3.47316 11.7103 
23 1 1 8.76865 3.82759 11.8601 
24 1 1 8.4597 4.76749 11.918 
25 1 1 8.0121 5.15792 12.6383 
26 1 1 7.43783 5.83559 12.1255 
27 1 1 8.28284 5.77235 11.6538 
28 1 1 7.68131 6.10477 11.0436 
29 1 1 6.72785 5.8787 11.0052 
30 1 1 6.73118 6.10692 10.1062 
31 1 1 7.31931 5.83844 9.29793 
32 1 1 7.49313 6.46953 8.39664 
33 1 1 7.05294 5.9532 7.61397 
34 1 1 6.4798 6.69805 7.85988 
35 1 1 5.77675 6.19333 7.31311 
36 1 1 6.15545 5.96708 6.50144 
37 1 1 5.83867 6.20921 5.61893 
38 1 1 5.29251 5.59901 5.09921 
39 1 1 4.81422 5.20045 4.36544 
40 1 1 3.82357 4.86852 4.31821 
41 1 1 3.10247 5.53738 4.27256 
42 1 1 3.26703 6.44593 4.46576 
43 1 1 3.54605 6.3666 3.54487 
44 1 1 3.01889 6.12313 2.72377 
45 1 1 3.78755 6.58545 2.31418 
46 1 1 4.75717 6.75408 2.17494 
47 1 1 5.68431 6.80885 2.60522 
48 1 1 5.60154 6.11646 2.03407 
49 1 1 5.4412 5.37539 2.60149 
50 1 1 6.28526 5.0303 2.26798 
51 1 1 6.62976 4.91437 1.36972 
52 1 1 7.59445 4.8055 1.66566 
53 1 1 7.60821 3.79015 1.89482 
54 1 1 7.42399 2.89247 2.06087 
55 1 1 8.21355 2.38777 2.07993 
56 1 1 8.82131 2.55796 1.38652 
57 1 1 8.51074 1.7325 1.0771 
58 1 1 7.83658 0.853097 1.0662 
59 1 1 6.99977 1.04704 1.56081 
60 1 1 6.3716 0.642079 2.08424 
61 1 1 5.77221 1.35169 2.58204 
62 1 1 5.42985 0.305068 2.8294 
63 1 1 5.54924 99.5866 2.22029 
64 1 1 4.6291 99.2962 2.63903 
65 1 1 4.46989 98.2505 2.48054 
66 1 1 3.97765 98.0885 3.30433 
67 1 1 4.23351 98.0895 4.2246 
68 1 1 3.45357 98.6109 4.59056 
69 1 1 3.3408 99.5252 4.52624 
70 1 1 2.76192 99.7221 5.26904 
71 1 1 2.96661 0.659929 5.33501 
72 1 1 2.71573 0.88149 6.17982 
73 1 1 3.73516 0.869649 6.27663 
74 1 1 4.03322 0.323293 7.01361 
75 1 1 3.08782 0.0886533 6.9828 
76 1 1 3.28654 99.2898 6.48193 
77 1 1 2.45994 98.9392 6.98756 
78 1 1 1.86441 99.6267 7.40375 
79 1 1 1.32177 99.9985 8.37043 
80 1 1 1.14239 0.280709 9.30426 
81 1 1 0.745631 99.4866 9.07735 
82 1 1 0.0785524 99.3828 8.41609 
83 1 1 99.7404 98.6355 8.96916 
84 1 1 98.9257 98.1503 8.90615 
85 1 1 98.2851 98.307 8.20258 
86 1 1 97.9229 97.5639 8.72027 
87 1 1 97.3336 96.7076 9.04203 
88 1 1 96.4394 97.0778 9.04555 
89 1 1 95.8957 97.786 9.5531 
90 1 1 95.7378 97.8255 8.52864 
91 1 1 96.0756 98.7133 8.29593 
92 1 1 95.6648 98.7674 9.17597 
93 1 1 96.2155 99.1971 9.87961 
94 1 1 96.2611 98.8311 10.7873 
95 1 1 97.1447 98.4637 10.5165 
96 1 1 97.898 98.2463 11.0908 
97 1 1 97.5176 97.6841 11.6929 
98 1 1 96.8154 96.9565 11.9755 
99 1 1 97.6321 96.4733 12.0164 
100 1 1 98.3548 96.3221 12.6134 
ITEM: TIMESTEP
300000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 6.66526 96.4089 15.7355 
2 1 1 5.83367 96.056 15.4047 
3 1 1 5.96892 96.7353 14.7949 
4 1 1 6.31801 97.4016 14.1106 
5 1 1 6.24695 98.3059 13.9393 
6 1 1 5.99223 99.224 13.945 
7 1 1 5.68928 99.4536 14.8248 
8 1 1 5.57489 99.0084 15.7913 
9 1 1 5.6581 99.1162 16.6627 
10 1 1 6.15397 99.7818 17.1983 
11 1 1 5.93504 99.9459 18.0612 
12 1 1 5.91861 0.835668 17.6294 
13 1 1 5.35868 1.0602 17.0457 
14 1 1 4.4739 1.15408 16.6947 
15 1 1 4.47088 2.21314 16.3998 
16 1 1 4.60681 2.91914 15.7472 
17 1 1 5.55298 2.93993 15.4955 
18 1 1 6.06124 2.59044 14.7019 
19 1 1 6.36265 3.23888 14.1127 
20 1 1 5.91788 4.07683 14.4176 
21 1 1 5.34706 4.61759 13.8664 
22 1 1 5.11321 5.47438 14.125 
23 1 1 4.28805 5.05637 13.7341 
24 1 1 4.11416 5.20211 12.8003 
25 1 1 3.66493 5.92533 13.2483 
26 1 1 3.92757 6.78715 13.6586 
27 1 1 3.52748 6.87686 12.8564 
28 1 1 3.86259 7.32337 12.0564 
29 1 1 3.28714 7.92003 11.5713 
30 1 1 3.24333 8.05801 10.6433 
31 1 1 3.5578 8.78352 10.0178 
32 1 1 4.51429 8.82862 10.3646 
33 1 1 5.32109 8.27206 10.6649 
34 1 1 6.0029 8.57959 11.2801 
35 1 1 6.37823 8.2151 12.1291 
36 1 1 6.85189 7.44595 11.8063 
37 1 1 7.60612 7.15145 11.4827 
38 1 1 7.47069 7.4158 10.542 
39 1 1 6.90594 8.19012 10.3093 
40 1 1 6.75584 7.37902 9.8669 
41 1 1 7.39838 7.70371 9.14543 
42 1 1 6.5214 7.81691 8.9315 
43 1 1 6.85299 8.72456 8.96788 
44 1 1 6.03714 8.94477 8.48108 
45 1 1 6.62471 9.21296 7.70517 
46 1 1 6.76012 8.43757 7.16543 
47 1 1 7.56223 7.95979 7.52179 
48 1 1 8.20011 7.61821 6.9548 
49 1 1 9.00423 7.64198 7.3989 
50 1 1 9.36522 7.74433 6.5239 
51 1 1 8.97118 6.84562 6.44292 
52 1 1 8.65104 6.45196 7.33008 
53 1 1 7.74619 6.28052 7.85584 
54 1 1 7.08494 6.10593 7.22239 
55 1 1 6.59056 5.4284 6.83089 
56 1 1 6.1131 4.9939 6.11812 
57 1 1 7.04466 4.85613 5.76984 
58 1 1 6.65993 3.93676 5.66168 
59 1 1 6.45273 4.11862 4.68304 
60 1 1 6.26761 3.33258 4.25546 
61 1 1 7.04996 2.77103 4.27482 
62 1 1 7.35849 2.24018 3.50329 
63 1 1 6.53446 1.8922 3.78056 
64 1 1 6.44122 0.981456 3.91886 
65 1 1 6.67135 0.49579 3.13734 
66 1 1 6.82716 99.5999 2.8517 
67 1 1 5.88184 99.7462 3.15732 
68 1 1 6.072 98.9378 3.67151 
69 1 1 5.2357 99.2606 4.11577 
70 1 1 4.50938 99.8131 4.26664 
71 1 1 5.04441 0.550721 3.9676 
72 1 1 4.28507 0.914133 4.46919 
73 1 1 3.26332 1.18784 4.37306 
74 1 1 3.47815 1.5599 5.31972 
75 1 1 3.75324 0.707855 5.60929 
76 1 1 3.13149 1.0502 6.32364 
77 1 1 3.07445 0.475113 7.05456 
78 1 1 2.2935 0.843417 7.43408 
79 1 1 1.6853 1.28056 7.95114 
80 1 1 1.36273 2.13539 7.99649 
81 1 1 0.950044 2.59864 7.32565 
82 1 1 0.360755 2.5414 8.07419 
83 1 1 99.887 2.14105 8.78938 
84 1 1 99.7792 3.05665 8.9989 
85 1 1 0.55784 3.2627 9.50816 
86 1 1 1.39421 2.78024 9.18507 
87 1 1 2.2574 3.11241 9.01907 
88 1 1 2.84168 2.30777 8.85521 
89 1 1 3.22458 2.90721 9.49799 
90 1 1 2.70959 2.29379 9.80452 
91 1 1 2.30735 2.1244 10.7162 
92 1 1 2.18519 2.55757 11.5548 
93 1 1 1.47611 2.07424 11.459 
94 1 1 0.522519 2.10127 11.269 
95 1 1 0.269946 1.89312 12.1918 
96 1 1 0.580348 2.84526 12.1403 
97 1 1 99.9897 3.59799 12.1836 
98 1 1 99.9307 4.48753 11.5878 
99 1 1 99.8114 5.33461 11.3141 
100 1 1 99.9541 5.40938 12.2653 
ITEM: TIMESTEP
310000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 9.11382 97.5796 15.0433 
2 1 1 8.82837 98.0545 14.1517 
3 1 1 8.08698 98.7121 14.13 
4 1 1 7.09693 98.5529 14.323 
5 1 1 6.8489 99.3604 14.7828 
6 1 1 6.55152 99.7655 13.8756 
7 1 1 6.49645 0.643365 14.1874 
8 1 1 5.98591 0.920773 14.9292 
9 1 1 5.75048 1.83375 14.962 
10 1 1 5.69529 2.81111 15.0359 
11 1 1 5.22266 3.64087 14.7235 
12 1 1 5.42657 4.37989 14.087 
13 1 1 5.49401 4.57826 13.2064 
14 1 1 6.01872 5.03193 12.4934 
15 1 1 6.54818 5.78523 12.3183 
16 1 1 7.30274 5.10668 12.4924 
17 1 1 8.01095 4.77485 12.9947 
18 1 1 8.57992 4.88709 13.6975 
19 1 1 8.82003 5.11403 14.5413 
20 1 1 8.89344 5.4797 15.4618 
21 1 1 9.25926 6.33613 15.069 
22 1 1 8.47381 6.67341 14.8271 
23 1 1 7.68536 7.22242 14.5905 
24 1 1 7.51263 7.56383 13.6933 
25 1 1 8.11987 7.66424 12.8931 
26 1 1 8.81502 7.01523 12.8221 
27 1 1 8.44769 6.95689 11.9841 
28 1 1 8.42342 7.38642 11.1713 
29 1 1 8.7476 8.39891 11.1184 
