ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
87 1 1 21.5317 94.3398 98.2225 
88 1 1 21.3161 95.1943 98.627 
89 1 1 20.7618 95.9666 98.6852 
90 1 1 19.843 96.3988 98.7441 
91 1 1 18.9431 96.0363 98.8843 
92 1 1 18.3052 95.3326 98.6347 
93 1 1 17.9968 95.9486 99.3288 
94 1 1 17.8658 96.1334 0.301862 
95 1 1 17.057 95.9452 0.807359 
96 1 1 16.9152 95.1893 0.130256 
97 1 1 17.0841 94.7139 0.989353 
98 1 1 17.9878 95.0305 1.19754 
99 1 1 18.4559 94.2199 0.901165 
100 1 1 17.8098 93.389 0.833267 
ITEM: TIMESTEP
500000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 8.43178 86.3474 8.76953 
2 1 1 7.79097 87.0382 9.07004 
3 1 1 8.68655 87.3753 9.27342 
4 1 1 8.16725 87.8215 8.72767 
5 1 1 9.10879 87.8988 8.41809 
6 1 1 9.36656 88.4124 7.60958 
7 1 1 9.70029 88.904 6.81181 
8 1 1 10.0763 89.755 7.09508 
9 1 1 9.65637 90.6049 7.51438 
10 1 1 10.0131 91.5116 7.57025 
11 1 1 9.76803 92.4898 8.03637 
12 1 1 9.12287 93.1894 7.81956 
13 1 1 8.31337 93.4212 7.34464 
14 1 1 8.81971 94.013 6.83425 
15 1 1 7.81466 94.3099 6.49143 
16 1 1 7.51898 94.8956 7.18268 
17 1 1 8.13356 95.5655 6.64639 
18 1 1 7.21175 95.6177 6.51573 
19 1 1 6.62691 95.9472 5.71603 
20 1 1 6.27755 96.5018 5.02651 
21 1 1 5.41218 96.277 4.92024 
22 1 1 5.67306 95.3559 4.77052 
23 1 1 6.36917 95.6964 4.28772 
24 1 1 5.86094 96.4999 3.86105 
25 1 1 5.06835 96.7656 3.34069 
26 1 1 4.96787 97.7442 3.72309 
27 1 1 5.86216 97.5391 3.54274 
28 1 1 6.2668 98.1281 4.2332 
29 1 1 5.73861 98.7081 3.74836 
30 1 1 6.51143 99.0299 3.26417 
31 1 1 6.76553 98.9832 2.28001 
32 1 1 7.57434 98.6581 2.67312 
33 1 1 7.82978 98.0248 1.94177 
34 1 1 8.09593 97.1139 2.37015 
35 1 1 8.63661 96.6328 2.99845 
36 1 1 7.74226 96.288 2.90717 
37 1 1 7.61202 95.5606 2.3557 
38 1 1 8.27173 95.2622 2.94189 
39 1 1 9.05716 95.2167 2.30491 
40 1 1 9.88706 95.3333 1.75119 
41 1 1 10.3165 95.3919 0.83454 
42 1 1 10.4317 96.3157 0.593085 
43 1 1 10.2258 95.8517 99.7997 
44 1 1 9.86959 96.4686 99.1459 
45 1 1 10.4044 97.3222 98.8329 
46 1 1 11.2041 97.8571 98.6174 
47 1 1 11.444 97.0205 98.2958 
48 1 1 11.9312 96.2895 98.0454 
49 1 1 11.8501 96.2033 99.0661 
50 1 1 12.6262 96.6329 99.3872 
51 1 1 13.0775 96.9619 0.274233 
52 1 1 12.354 96.2393 0.514647 
53 1 1 12.3783 95.2028 0.449191 
54 1 1 11.4213 95.1231 0.670103 
55 1 1 11.0899 94.355 1.25833 
56 1 1 12.116 94.2054 0.984259 
57 1 1 12.8126 94.0192 1.57586 
58 1 1 13.155 94.8186 1.45355 
59 1 1 14.0195 95.1423 1.66219 
60 1 1 13.5576 95.9789 1.58242 
61 1 1 14.2475 95.8158 0.943427 
62 1 1 13.9554 95.1611 0.304296 
63 1 1 13.3852 95.3883 99.503 
64 1 1 14.3638 95.1571 99.3869 
65 1 1 15.1057 95.677 99.0215 
66 1 1 15.303 94.7151 98.7588 
67 1 1 15.2535 95.1472 97.9129 
68 1 1 14.2402 95.2924 97.6069 
69 1 1 14.2039 95.3427 96.5873 
70 1 1 14.7215 94.8313 95.8257 
71 1 1 14.5752 93.9643 95.5267 
72 1 1 15.4008 94.097 94.9024 
73 1 1 15.7194 94.8506 95.5101 
74 1 1 16.3264 95.0853 94.7094 
75 1 1 17.2157 95.2642 95.1668 
76 1 1 17.3877 94.6544 95.964 
77 1 1 17.3282 94.8675 96.8691 
78 1 1 17.9773 94.1106 96.8387 
79 1 1 18.3501 95.0775 96.8459 
80 1 1 18.5074 95.3209 97.7884 
81 1 1 19.1382 95.9853 98.2781 
82 1 1 18.2948 96.433 97.982 
83 1 1 18.292 96.4836 98.9044 
84 1 1 17.6926 97.0054 99.3891 
85 1 1 17.2195 97.8357 99.9331 
86 1 1 16.3005 97.8972 99.7359 
87 1 1 15.4621 98.2679 99.8746 
88 1 1 15.8978 99.0087 0.354135 
89 1 1 15.4824 98.5072 1.13367 
90 1 1 16.114 98.6154 1.89955 
91 1 1 16.471 98.1625 1.15431 
92 1 1 17.489 98.0305 1.14823 
93 1 1 18.1116 97.4126 1.41467 
94 1 1 17.4434 97.0145 1.90812 
95 1 1 17.8879 96.5343 2.64063 
96 1 1 17.9055 95.9701 1.92268 
97 1 1 18.5627 95.6943 2.61118 
98 1 1 19.5499 95.7389 2.587 
99 1 1 19.9272 96.4847 2.02652 
100 1 1 19.6502 96.367 1.01041 
ITEM: TIMESTEP
510000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 5.13034 90.3163 8.45561 
2 1 1 5.7282 90.8389 8.91111 
3 1 1 5.37484 91.6555 8.55095 
4 1 1 5.71049 92.4579 9.00141 
5 1 1 4.8667 92.867 9.52385 
6 1 1 4.6937 92.9191 10.4848 
7 1 1 5.44377 93.5402 10.3476 
8 1 1 5.8715 92.7559 10.1523 
9 1 1 6.68015 92.7844 10.8853 
10 1 1 7.60868 92.3855 10.4132 
11 1 1 8.17772 92.9932 9.9195 
12 1 1 8.92029 92.3019 9.62851 
13 1 1 9.82652 92.4499 9.97717 
14 1 1 10.2095 93.4022 9.62921 
15 1 1 10.4111 93.9121 8.88229 
16 1 1 11.0174 94.5414 8.39143 
17 1 1 10.4071 95.1229 8.03322 
18 1 1 9.47766 94.7367 8.00236 
19 1 1 8.65485 94.3335 7.6797 
20 1 1 7.86752 94.8031 7.32198 
21 1 1 7.03963 94.6537 6.83226 
22 1 1 6.14259 94.6224 6.84534 
23 1 1 5.84669 94.2843 5.97666 
24 1 1 5.79048 94.6045 5.02002 
25 1 1 5.87184 94.4279 4.14262 
26 1 1 6.228 95.2789 4.15376 
27 1 1 7.1294 95.4532 3.89897 
28 1 1 6.48544 95.2373 3.23658 
29 1 1 6.83185 95.4285 2.37649 
30 1 1 7.4424 95.3949 1.59299 
31 1 1 7.35752 96.1435 1.09513 
32 1 1 6.64377 96.6878 0.604349 
33 1 1 6.72146 97.6117 0.865797 
34 1 1 6.68733 97.6175 1.85341 
35 1 1 6.07042 98.2878 2.03384 
36 1 1 6.72246 98.6649 2.64164 
37 1 1 6.98848 99.2583 3.3359 
38 1 1 7.79807 98.7614 2.95618 
39 1 1 8.59716 99.3306 2.55897 
40 1 1 9.3048 99.7811 3.1761 
41 1 1 10.2011 0.0824232 2.91357 
42 1 1 9.96045 0.659444 3.61722 
43 1 1 9.84101 1.56304 3.34154 
44 1 1 10.7054 1.72252 2.79878 
45 1 1 11.121 1.03314 2.28374 
46 1 1 11.6842 0.240432 2.43227 
47 1 1 12.3157 0.678641 3.05692 
48 1 1 13.2483 0.463892 3.06322 
49 1 1 12.9862 99.5895 2.83164 
50 1 1 12.4132 98.8953 3.02808 
51 1 1 12.5096 97.9119 3.32772 
52 1 1 12.7152 97.0058 3.28762 
53 1 1 12.6275 97.1595 4.17586 
54 1 1 12.2157 96.3326 3.85157 
55 1 1 12.9442 95.8459 4.30243 
56 1 1 13.2103 95.1505 3.65021 
57 1 1 13.0122 95.591 2.83933 
58 1 1 12.3205 94.9422 3.02902 
59 1 1 12.3035 94.0499 2.77171 
60 1 1 12.7709 94.0133 1.85706 
61 1 1 11.7819 94.028 1.78911 
62 1 1 12.2511 94.5526 1.09527 
63 1 1 12.5503 93.8354 0.570747 
64 1 1 12.6068 94.7672 0.148451 
65 1 1 11.7287 94.9634 99.7945 
66 1 1 11.5522 95.272 98.6876 
67 1 1 12.3544 95.8369 98.5382 
68 1 1 12.3187 96.1206 97.5626 
69 1 1 12.3161 96.7716 96.8496 
70 1 1 12.8133 97.642 97.2291 
71 1 1 13.4855 97.0129 96.6808 
72 1 1 14.3514 96.6394 96.6312 
73 1 1 14.5821 95.8244 96.1523 
74 1 1 15.0794 96.0555 96.9684 
75 1 1 14.441 95.7541 97.6638 
76 1 1 14.6628 94.9652 98.1863 
77 1 1 13.9038 94.9056 98.7909 
78 1 1 13.3165 95.6185 98.8186 
79 1 1 13.1987 96.5788 98.5015 
80 1 1 14.0286 96.9419 98.472 
81 1 1 14.2134 97.6827 99.0261 
82 1 1 14.8642 96.9839 99.287 
83 1 1 15.3205 96.2156 98.8083 
84 1 1 15.944 95.4342 98.6244 
85 1 1 16.3326 94.6714 99.1101 
86 1 1 17.1027 95.1151 98.6598 
87 1 1 17.977 94.9308 98.2637 
88 1 1 18.8464 95.2016 98.6602 
89 1 1 18.6141 95.7598 97.8487 
90 1 1 18.7111 96.7212 97.9075 
91 1 1 19.0398 97.7174 97.7553 
92 1 1 18.4951 98.0513 97.0064 
93 1 1 17.9311 97.9644 96.2742 
94 1 1 18.0035 98.9065 96.1249 
95 1 1 18.9714 99.1574 96.2326 
96 1 1 19.4869 99.9199 96.5852 
97 1 1 20.0873 99.7178 95.87 
98 1 1 20.3819 99.3824 96.7582 
99 1 1 20.04 99.9677 97.6119 
100 1 1 19.9609 99.672 98.4989 
ITEM: TIMESTEP
520000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 3.804 96.9026 9.80527 
2 1 1 2.99363 97.2555 10.3698 
3 1 1 2.45715 96.5279 10.7726 
4 1 1 1.96549 97.2777 10.5796 
5 1 1 1.53715 97.6698 9.57854 
6 1 1 1.70622 97.2323 8.80242 
7 1 1 1.09415 97.3219 7.99863 
8 1 1 2.03944 97.2428 7.86373 
9 1 1 2.31006 97.441 6.97898 
10 1 1 1.74939 96.7068 7.0031 
11 1 1 1.54673 97.1591 6.08158 
12 1 1 0.686204 97.19 5.67499 
13 1 1 0.638693 98.0281 6.09532 
14 1 1 0.571222 98.3548 7.05503 
15 1 1 0.224886 97.6293 7.48156 
16 1 1 99.6565 98.3707 7.55754 
17 1 1 99.3635 98.9658 8.29684 
18 1 1 99.0347 98.0695 8.45709 
19 1 1 98.5442 97.2777 8.72517 
20 1 1 97.8109 97.3222 9.33824 
21 1 1 97.0975 96.735 9.2836 
22 1 1 96.7188 96.3786 8.41048 
23 1 1 97.3255 97.0273 7.98 
24 1 1 96.8553 97.7356 7.51765 
25 1 1 96.8931 97.8848 6.52719 
26 1 1 97.6751 97.425 6.27682 
27 1 1 97.5742 97.9264 5.51732 
28 1 1 96.9637 98.7647 5.41225 
29 1 1 97.4885 99.2483 6.11215 
30 1 1 97.2221 99.8389 5.32207 
31 1 1 97.7179 0.618322 5.09609 
32 1 1 98.496 0.147357 5.36849 
33 1 1 98.5171 99.8625 6.31793 
34 1 1 99.1917 0.52532 6.69559 
35 1 1 99.7596 99.8011 6.51447 
36 1 1 0.336806 0.335608 5.93857 
37 1 1 0.20037 99.8523 5.12158 
38 1 1 0.588895 99.2682 4.46592 
39 1 1 1.54592 99.108 4.63685 
40 1 1 2.02269 99.1267 5.42815 
41 1 1 3.0429 99.0456 5.24675 
42 1 1 3.47149 99.3998 4.38467 
43 1 1 3.69689 98.5027 4.10621 
44 1 1 3.81029 97.6857 3.51651 
45 1 1 4.61022 98.2757 3.69141 
46 1 1 4.6634 97.6297 4.54831 
47 1 1 5.518 97.3793 4.18534 
48 1 1 6.31262 97.7315 3.66891 
49 1 1 6.22079 98.6751 3.29581 
50 1 1 7.09872 99.0434 3.75582 
51 1 1 7.55556 98.4197 3.24103 
52 1 1 7.87814 97.9022 2.56623 
53 1 1 7.51794 97.0026 2.48563 
54 1 1 7.8376 96.2634 3.15733 
55 1 1 8.82361 96.2146 3.40448 
56 1 1 9.41392 95.8372 2.75827 
57 1 1 9.33149 95.8233 1.80686 
58 1 1 9.12196 95.6379 0.874135 
59 1 1 9.64238 96.4446 0.704126 
60 1 1 10.5936 96.6338 0.328468 
61 1 1 11.4047 96.8482 99.8071 
62 1 1 11.9018 97.6549 99.5332 
63 1 1 12.1323 97.2078 0.341005 
64 1 1 12.2911 97.1855 1.409 
65 1 1 13.2037 97.1653 1.02996 
66 1 1 13.7415 96.7728 0.172669 
67 1 1 14.2584 96.9765 99.4765 
68 1 1 15.0148 96.8679 98.9733 
69 1 1 14.8565 97.3267 98.1519 
70 1 1 13.9526 96.8466 98.3474 
71 1 1 13.5174 96.4195 99.1351 
72 1 1 13.5046 95.5294 98.94 
73 1 1 14.4062 95.236 98.4717 
74 1 1 14.6245 94.5715 99.1759 
75 1 1 15.3455 95.1923 98.9935 
76 1 1 15.0787 95.7497 99.652 
77 1 1 15.9379 96.1231 99.5 
78 1 1 16.8021 96.4511 99.7525 
79 1 1 17.471 97.1559 99.8614 
80 1 1 17.6514 98.0353 0.406784 
81 1 1 18.2095 97.671 1.23887 
82 1 1 18.511 97.4859 0.348353 
83 1 1 19.1704 98.1143 0.0308556 
84 1 1 19.0443 97.8474 99.1183 
85 1 1 19.0699 97.9709 98.1191 
86 1 1 18.2986 98.4008 97.5733 
87 1 1 17.4881 97.8898 97.3933 
88 1 1 16.9256 98.7636 97.3425 
89 1 1 17.0116 99.4557 98.069 
90 1 1 17.3464 0.0418682 98.7734 
91 1 1 16.9375 0.920024 98.9971 
92 1 1 17.1049 1.33702 99.8122 
93 1 1 17.5411 1.68314 0.537911 
94 1 1 17.5578 0.99311 1.27144 
95 1 1 17.8076 1.65115 2.09055 
96 1 1 16.8932 1.35013 2.20519 
97 1 1 16.2903 0.641019 2.45062 
98 1 1 15.6148 0.484558 3.19815 
99 1 1 15.406 99.7106 3.62104 
100 1 1 15.9326 0.130243 4.4518 
ITEM: TIMESTEP
530000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 4.90707 0.0986942 6.92682 
2 1 1 5.07181 99.4221 6.33825 
3 1 1 4.86651 98.7675 6.92233 
4 1 1 4.06219 99.2886 6.85346 
5 1 1 3.15643 99.5307 6.47678 
6 1 1 3.42492 0.396048 6.41323 
7 1 1 2.4022 0.617966 6.59022 
8 1 1 1.57879 0.19392 6.50523 
9 1 1 1.64643 0.477397 7.43104 
10 1 1 1.73625 0.537429 8.4131 
11 1 1 1.24523 0.543856 9.24134 
12 1 1 0.343921 0.559994 9.36289 
13 1 1 99.4208 0.820106 9.4603 
14 1 1 99.1837 1.33549 8.70967 
15 1 1 98.6666 0.682015 8.20863 
16 1 1 98.1315 0.398715 7.29481 
17 1 1 98.8658 99.8521 7.4447 
18 1 1 99.6848 99.4807 6.93827 
19 1 1 99.682 98.5817 7.21077 
20 1 1 0.264604 98.5373 6.45268 
21 1 1 0.727415 97.8666 6.90436 
22 1 1 1.30817 97.656 6.21462 
23 1 1 0.988657 97.2455 5.40344 
24 1 1 1.37073 97.9915 4.95906 
25 1 1 1.33135 98.333 4.0199 
26 1 1 0.918243 97.8196 3.27641 
27 1 1 0.597292 96.9019 3.31575 
28 1 1 99.6887 96.7033 3.14068 
29 1 1 99.789 95.9934 3.95161 
30 1 1 0.134989 95.4912 3.21729 
31 1 1 0.0969286 94.6464 3.8683 
32 1 1 0.834493 94.1939 3.25583 
33 1 1 1.62859 93.684 3.63728 
34 1 1 1.93069 93.0816 2.84382 
35 1 1 2.31224 92.331 3.20519 
36 1 1 2.08694 91.3393 3.39772 
37 1 1 2.62171 91.0517 4.11248 
38 1 1 3.33947 91.1394 4.7705 
39 1 1 3.8645 91.8315 4.23948 
40 1 1 3.47204 92.7888 4.4278 
41 1 1 3.70393 93.2317 3.46055 
42 1 1 3.88895 94.2375 3.61688 
43 1 1 4.67391 94.7331 3.2671 
44 1 1 4.85201 95.3047 4.00478 
45 1 1 4.44769 96.0105 3.51218 
46 1 1 5.19025 95.7246 2.96281 
47 1 1 4.72205 96.3648 2.27426 
48 1 1 3.92868 96.0033 1.96887 
49 1 1 4.55997 95.5384 1.29113 
50 1 1 4.89225 95.6554 0.372206 
51 1 1 5.48842 95.084 0.774883 
52 1 1 5.59267 95.4679 1.60925 
53 1 1 6.41725 94.9627 1.40687 
54 1 1 7.23814 95.3373 1.13394 
55 1 1 8.23882 95.5266 1.00304 
56 1 1 8.89202 95.1966 0.328929 
57 1 1 8.40231 95.9234 0.0919487 
58 1 1 8.69331 96.4672 99.3188 
59 1 1 9.40452 96.6937 99.8257 
60 1 1 9.59274 96.2845 0.733124 
61 1 1 10.5671 96.5558 0.939828 
62 1 1 11.2611 96.5519 1.68099 
63 1 1 10.7321 96.4515 2.44093 
64 1 1 11.1822 95.6886 2.91071 
65 1 1 11.827 95.566 3.56604 
66 1 1 11.7403 94.652 3.12088 
67 1 1 12.1076 93.8163 2.91709 
68 1 1 12.9276 93.9519 2.46824 
69 1 1 13.4496 93.8988 3.30052 
70 1 1 13.3998 92.9579 3.63342 
71 1 1 14.1341 92.4017 3.3907 
72 1 1 15.0634 92.4607 3.1356 
73 1 1 15.6343 92.748 2.48943 
74 1 1 16.614 92.8006 2.84515 
75 1 1 17.4476 93.0203 2.43592 
76 1 1 18.3356 93.0367 2.11568 
77 1 1 17.8133 93.5873 1.48156 
78 1 1 17.2766 93.8717 0.750023 
79 1 1 18.0093 94.3984 0.313737 
80 1 1 17.3876 94.9877 99.7981 
81 1 1 17.7114 95.8275 99.4561 
82 1 1 17.3372 96.5061 98.8405 
83 1 1 16.7472 97.2609 99.0896 
84 1 1 16.3639 98.1118 99.3185 
85 1 1 16.5599 97.8747 98.3092 
86 1 1 16.9506 97.2979 97.6033 
87 1 1 16.2373 97.7708 97.0123 
88 1 1 16.8782 98.4312 96.7858 
89 1 1 16.9291 99.1737 97.4274 
90 1 1 17.8705 98.9626 97.2252 
91 1 1 18.7025 99.3227 97.2843 
92 1 1 19.0817 99.5541 98.2 
93 1 1 18.5002 99.0627 98.9318 
94 1 1 18.4605 0.0664342 99.0017 
95 1 1 17.8776 0.682237 98.4353 
96 1 1 16.9827 0.835952 98.4808 
97 1 1 17.1046 0.650268 99.3565 
98 1 1 17.5751 1.29799 99.9229 
99 1 1 17.3786 1.99447 99.2253 
100 1 1 18.0451 2.5495 98.9202 
ITEM: TIMESTEP
540000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 3.62146 97.3135 4.12203 
2 1 1 4.29454 96.7684 3.49775 
3 1 1 4.66273 96.7517 2.58954 
4 1 1 5.59419 97.0082 2.43361 
5 1 1 6.52551 97.2223 2.59179 
6 1 1 6.45361 98.1795 2.82536 
7 1 1 5.98209 98.6241 3.66376 
8 1 1 6.58828 97.9892 4.18287 
9 1 1 6.14147 97.1329 4.18035 
10 1 1 6.2129 96.6332 5.02536 
11 1 1 5.8984 96.9983 5.75869 
12 1 1 5.05266 97.4129 6.10775 
13 1 1 4.96849 97.3307 7.19596 
14 1 1 4.00194 96.9479 7.22675 
15 1 1 4.29561 96.0978 7.26508 
16 1 1 5.29233 96.2613 7.13158 
17 1 1 5.03718 95.4308 6.73804 
18 1 1 4.38948 95.4864 5.95958 
19 1 1 4.56834 95.9435 5.11543 
20 1 1 5.44691 95.6645 4.96218 
21 1 1 5.87095 95.6588 4.08899 
22 1 1 6.70833 95.9715 3.93825 
23 1 1 6.75308 95.2026 3.24026 
24 1 1 5.92753 94.9621 2.64129 
25 1 1 6.62142 94.843 2.0026 
26 1 1 6.14862 94.3665 1.30703 
27 1 1 6.57388 94.5726 0.456097 
28 1 1 5.74194 95.0193 0.411772 
29 1 1 5.62223 94.1972 99.6779 
30 1 1 4.74775 93.8252 99.4104 
31 1 1 4.23203 94.0822 98.6089 
32 1 1 3.8369 93.2256 98.8277 
33 1 1 3.77132 92.6266 99.6029 
34 1 1 3.56847 91.9268 99.0626 
35 1 1 3.7441 91.074 99.5256 
36 1 1 3.00346 90.8518 0.106882 
37 1 1 2.22066 90.9689 0.622679 
38 1 1 1.87538 91.7195 1.05454 
39 1 1 2.53999 92.1758 1.67627 
40 1 1 3.1985 92.1869 0.835564 
41 1 1 3.97151 91.9613 1.28975 
42 1 1 4.63326 92.0513 2.04838 
43 1 1 5.23786 91.3414 2.01431 
44 1 1 5.71604 91.5078 1.06586 
45 1 1 6.69712 91.5679 0.868327 
46 1 1 7.24953 90.948 1.38369 
47 1 1 7.25862 90.6563 0.514814 
48 1 1 8.08347 91.0301 0.757723 
49 1 1 7.95514 92.0645 0.586053 
50 1 1 8.30373 92.8493 0.0909099 
51 1 1 7.93072 93.5306 0.628806 
52 1 1 8.7237 93.776 1.1175 
53 1 1 9.13293 92.9061 0.815239 
54 1 1 9.87358 93.5955 0.696307 
55 1 1 9.4648 93.7354 99.756 
56 1 1 9.52862 92.9354 99.1153 
57 1 1 10.3139 92.5768 99.4155 
58 1 1 11.1498 92.3478 99.8231 
59 1 1 11.2424 93.3345 0.0765771 
60 1 1 11.6124 94.0011 99.5428 
61 1 1 12.0064 94.749 0.0778727 
62 1 1 12.7373 95.2709 0.53826 
63 1 1 13.3024 95.9867 0.266748 
64 1 1 13.5479 95.9069 99.3386 
65 1 1 14.4749 95.9593 99.8062 
66 1 1 14.8317 95.0613 99.4826 
67 1 1 15.7175 95.0172 99.1741 
68 1 1 16.3993 94.3861 99.4165 
69 1 1 17.192 94.3441 98.8011 
70 1 1 17.6816 95.0897 98.5296 
71 1 1 18.2322 94.2897 98.4252 
72 1 1 18.9986 94.9958 98.589 
73 1 1 18.4552 95.7893 98.4328 
74 1 1 17.7641 96.478 98.7043 
75 1 1 16.9059 96.4031 99.0545 
76 1 1 16.5652 96.0096 98.2322 
77 1 1 16.1174 95.6914 97.4826 
78 1 1 16.7246 94.9706 96.8195 
79 1 1 17.561 94.4861 96.8394 
80 1 1 17.6259 95.3808 96.3007 
81 1 1 18.0568 96.2403 96.5524 
82 1 1 17.6122 96.7335 95.8396 
83 1 1 18.3749 97.3876 96.0915 
84 1 1 18.3317 98.1017 96.7983 
85 1 1 17.4842 98.6395 97.0439 
86 1 1 17.3836 99.6443 97.1724 
87 1 1 16.8348 0.0567317 97.9346 
88 1 1 17.2695 99.6758 98.7182 
89 1 1 18.0237 0.284495 98.662 
90 1 1 18.2999 99.5186 99.2361 
91 1 1 19.2722 99.8645 99.3814 
92 1 1 20.1233 99.8688 98.9315 
93 1 1 20.238 0.84454 99.153 
94 1 1 19.9893 1.71701 99.525 
95 1 1 20.5508 2.43987 99.7582 
96 1 1 21.0323 2.70998 98.9627 
97 1 1 20.4487 2.69635 98.1059 
98 1 1 20.0743 3.58401 97.8514 
99 1 1 20.7396 4.29287 98.1906 
100 1 1 20.5476 4.9007 97.406 
ITEM: TIMESTEP
550000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 7.18764 98.817 3.79155 
2 1 1 7.71319 98.0831 3.83299 
3 1 1 8.31379 97.1904 3.44001 
4 1 1 7.65913 96.4417 3.21986 
5 1 1 7.22443 97.0306 3.84323 
6 1 1 6.36734 96.9594 3.47329 
7 1 1 6.15368 96.1616 3.86232 
8 1 1 5.95383 95.6895 4.73525 
9 1 1 5.54042 94.8963 4.99484 
10 1 1 4.73171 95.4147 5.12358 
11 1 1 4.23154 94.6013 4.95469 
12 1 1 4.86753 94.2571 4.41274 
13 1 1 4.83345 94.9462 3.64812 
14 1 1 5.66531 94.2439 3.2605 
15 1 1 5.96466 95.1882 3.08162 
16 1 1 6.40372 95.0949 2.25617 
17 1 1 5.8697 95.0021 1.52316 
18 1 1 5.88893 94.1982 2.05494 
19 1 1 5.51558 93.2845 2.04101 
20 1 1 5.03739 92.4419 2.00024 
21 1 1 4.41759 92.128 2.689 
22 1 1 3.94047 92.5876 1.89175 
23 1 1 3.02093 92.8221 1.67077 
24 1 1 2.7193 93.2519 0.84196 
25 1 1 1.8385 93.0794 1.20734 
26 1 1 0.977178 93.4264 0.902333 
27 1 1 0.4813 92.5283 0.949077 
28 1 1 99.5468 92.1091 0.845635 
29 1 1 0.276178 91.4863 0.415852 
30 1 1 0.379 91.5417 99.4338 
31 1 1 1.12582 91.8981 99.9845 
32 1 1 1.40353 90.9735 99.8122 
33 1 1 1.46843 91.2548 0.724297 
34 1 1 1.08236 90.4492 0.765734 
35 1 1 1.62058 90.3631 1.69975 
36 1 1 2.33484 89.6897 2.17425 
37 1 1 2.75195 90.2517 1.64029 
38 1 1 3.14258 89.7177 0.938109 
39 1 1 2.65393 88.9459 0.731456 
40 1 1 3.2884 88.252 0.757249 
41 1 1 4.16104 88.0571 0.985454 
42 1 1 4.84473 87.3958 0.808617 
43 1 1 5.33278 87.5338 0.0252139 
44 1 1 5.15597 88.3363 99.5231 
45 1 1 6.04201 88.6196 0.0213319 
46 1 1 6.20263 89.2114 0.756187 
47 1 1 6.47538 90.0676 0.56946 
48 1 1 7.33079 89.7862 1.06761 
49 1 1 7.91948 89.3597 0.357091 
50 1 1 7.60542 88.4711 0.279373 
51 1 1 7.26369 88.5783 99.3247 
52 1 1 8.1036 88.7482 98.909 
53 1 1 7.46226 89.363 98.5722 
54 1 1 7.4246 90.1177 99.1186 
55 1 1 7.92134 90.8713 99.4976 
56 1 1 8.10279 90.5113 98.4304 
57 1 1 8.65407 90.9415 97.7755 
58 1 1 8.72163 91.7544 98.2029 
59 1 1 9.68383 91.6549 98.3904 
60 1 1 10.5961 92.0198 98.3181 
61 1 1 11.4428 91.7782 97.8596 
62 1 1 11.7304 90.8696 97.7981 
63 1 1 12.4392 90.6568 98.575 
64 1 1 13.2326 90.6522 98.1646 
65 1 1 13.855 90.5817 97.4511 
66 1 1 13.5802 90.9318 96.6002 
67 1 1 14.2007 91.6387 96.6719 
68 1 1 14.0468 92.3064 97.357 
69 1 1 14.7341 91.9639 97.9229 
70 1 1 14.5983 91.9747 98.9047 
71 1 1 14.4371 92.3554 99.7833 
72 1 1 13.9901 92.894 0.437424 
73 1 1 13.6685 93.7493 0.762176 
74 1 1 14.2239 94.5231 1.1097 
75 1 1 14.0358 94.8272 1.9951 
76 1 1 13.4149 95.2037 2.65809 
77 1 1 14.1475 95.6523 3.17759 
78 1 1 14.725 95.3925 4.0282 
79 1 1 15.4431 95.6721 3.34724 
