# Time-averaged data for fix 4
# TimeStep c_1 v_dist v_fz
0 22.516 0.516034 2.58017
1000 23.4578 1.45778 7.28889
2000 22.3012 0.301217 1.50608
3000 22.4137 0.413743 2.06872
4000 21.4054 -0.594562 -2.97281
5000 23.0751 1.07508 5.37539
6000 22.245 0.245016 1.22508
7000 21.872 -0.127966 -0.639831
8000 23.3112 1.31124 6.55622
9000 23.0043 1.0043 5.02152
10000 22.3624 0.362433 1.81217
11000 21.977 -0.023041 -0.115205
12000 22.4446 0.444586 2.22293
13000 21.8771 -0.122902 -0.614509
14000 21.5349 -0.465127 -2.32564
15000 21.5718 -0.428224 -2.14112
16000 22.9452 0.94516 4.7258
17000 22.4812 0.481233 2.40617
18000 22.1777 0.17773 0.888649
19000 21.9884 -0.0116041 -0.0580203
20000 21.2615 -0.738542 -3.69271
21000 21.4691 -0.530909 -2.65455
22000 21.7581 -0.241912 -1.20956
23000 22.9353 0.935335 4.67667
24000 22.1246 0.124646 0.623229
25000 22.6078 0.607793 3.03897
26000 21.5553 -0.444692 -2.22346
27000 22.5596 0.559624 2.79812
28000 22.6907 0.690734 3.45367
29000 21.9352 -0.0648289 -0.324145
30000 22.1802 0.18021 0.901049
31000 21.3818 -0.618173 -3.09087
32000 22.1596 0.159577 0.797884
33000 22.5077 0.507705 2.53852
34000 22.2354 0.235385 1.17693
35000 22.2188 0.218761 1.0938
36000 23.1662 1.16621 5.83105
37000 21.1344 -0.86558 -4.3279
38000 22.5154 0.515379 2.57689
39000 22.3551 0.355138 1.77569
40000 22.272 0.271975 1.35987
41000 22.5062 0.506186 2.53093
42000 21.6189 -0.381112 -1.90556
43000 21.7735 -0.226477 -1.13239
44000 21.8017 -0.198321 -0.991604
45000 22.0459 0.0459496 0.229748
46000 22.6698 0.669827 3.34913
47000 21.9941 -0.00589367 -0.0294684
48000 22.2442 0.244207 1.22104
49000 21.508 -0.491963 -2.45982
50000 21.5466 -0.453393 -2.26697
51000 21.5923 -0.407724 -2.03862
52000 22.8389 0.838907 4.19454
53000 22.847 0.847015 4.23507
54000 21.7681 -0.231876 -1.15938
55000 21.7595 -0.240452 -1.20226
56000 21.7662 -0.233831 -1.16916
57000 22.1502 0.150204 0.751018
58000 22.1375 0.137471 0.687353
59000 21.9072 -0.09285 -0.46425
60000 22.4283 0.428321 2.1416
61000 22.2528 0.252827 1.26413
62000 22.6027 0.602686 3.01343
63000 22.2083 0.208275 1.04137
64000 22.4821 0.4821 2.4105
65000 22.8949 0.894857 4.47428
66000 21.7994 -0.200575 -1.00288
67000 22.581 0.580971 2.90486
68000 22.2337 0.233732 1.16866
69000 21.8927 -0.107337 -0.536684
70000 21.2456 -0.754417 -3.77209
71000 21.782 -0.217976 -1.08988
72000 22.3593 0.359258 1.79629
73000 22.1856 0.185561 0.927807
74000 21.5772 -0.422813 -2.11406
75000 22.0544 0.054374 0.27187
76000 21.32 -0.679963 -3.39982
77000 22.5349 0.534873 2.67436
78000 21.9358 -0.0641879 -0.320939
79000 22.5253 0.525346 2.62673
80000 22.2797 0.279748 1.39874
81000 21.7609 -0.239099 -1.19549
82000 21.1719 -0.828108 -4.14054
83000 21.9928 -0.00718666 -0.0359333
84000 22.3301 0.330089 1.65045
85000 21.2248 -0.775229 -3.87614
86000 21.1848 -0.815241 -4.07621
87000 22.615 0.614993 3.07496
88000 21.6652 -0.334848 -1.67424
89000 21.823 -0.177037 -0.885186
90000 22.1541 0.154094 0.770469
91000 22.0815 0.0814975 0.407487
92000 21.9132 -0.0867764 -0.433882
93000 21.8977 -0.102336 -0.51168
94000 22.6302 0.630169 3.15085
95000 22.4577 0.457747 2.28873
96000 21.9967 -0.00325664 -0.0162832
97000 22.1996 0.199595 0.997973
98000 22.4319 0.431866 2.15933
99000 21.5017 -0.498329 -2.49165
100000 21.0102 -0.98978 -4.9489
101000 22.0646 0.0646333 0.323167
102000 22.2201 0.220101 1.1005
103000 22.1695 0.1695 0.847498
104000 21.6969 -0.303125 -1.51563
105000 22.1083 0.108336 0.541682
106000 22.0561 0.0560728 0.280364
107000 22.6554 0.655408 3.27704
108000 22.2008 0.200839 1.00419
109000 22.039 0.0389856 0.194928
110000 22.2014 0.201419 1.0071
111000 22.3541 0.354094 1.77047
112000 22.298 0.297978 1.48989
113000 21.7281 -0.271853 -1.35926
114000 21.8601 -0.139869 -0.699343
115000 22.2649 0.264909 1.32455
116000 22.7736 0.773557 3.86779
117000 22.7402 0.740195 3.70097
118000 22.3702 0.370242 1.85121
119000 21.7014 -0.298585 -1.49293
120000 22.0118 0.0118237 0.0591185
121000 22.1666 0.166573 0.832867
122000 23.0198 1.01984 5.09922
123000 21.0215 -0.978469 -4.89234
124000 21.6563 -0.343708 -1.71854
125000 22.8383 0.838329 4.19164
126000 22.8468 0.846822 4.23411
127000 22.7319 0.731942 3.65971
128000 21.8776 -0.122421 -0.612103
129000 21.9521 -0.047905 -0.239525
130000 22.1227 0.122699 0.613494
131000 22.6956 0.695574 3.47787
132000 22.2871 0.287062 1.43531
133000 21.8621 -0.137917 -0.689587
134000 21.6515 -0.34855 -1.74275
135000 22.4324 0.432385 2.16193
136000 23.311 1.31098 6.55488
137000 21.2179 -0.782115 -3.91058
138000 21.46 -0.540006 -2.70003
139000 22.5335 0.533466 2.66733
140000 21.85 -0.150011 -0.750054
141000 22.6908 0.690792 3.45396
142000 22.4494 0.449388 2.24694
143000 21.2851 -0.714945 -3.57472
144000 21.6858 -0.314164 -1.57082
145000 21.5596 -0.440386 -2.20193
146000 22.0701 0.0701317 0.350658
147000 21.8019 -0.198112 -0.990562
148000 22.1387 0.138715 0.693575
149000 21.1413 -0.858713 -4.29356
150000 21.5845 -0.415534 -2.07767
151000 22.2747 0.274711 1.37356
152000 22.2071 0.207088 1.03544
153000 22.2036 0.203608 1.01804
154000 21.7939 -0.206131 -1.03065
155000 21.6316 -0.368378 -1.84189
156000 20.26 -1.73996 -8.6998
157000 21.4742 -0.525787 -2.62893
158000 20.7726 -1.22741 -6.13705
159000 21.6611 -0.338897 -1.69448
160000 20.9908 -1.00921 -5.04607
161000 20.8696 -1.13035 -5.65177
162000 21.9647 -0.0353418 -0.176709
163000 21.8096 -0.190368 -0.951838
164000 21.581 -0.419029 -2.09514
165000 21.815 -0.185006 -0.925028
166000 22.4484 0.448381 2.2419
167000 23.0113 1.01134 5.05672
168000 23.1441 1.14411 5.72056
169000 22.2036 0.203617 1.01808
170000 21.9472 -0.0528421 -0.264211
171000 22.4517 0.451712 2.25856
172000 21.8539 -0.146142 -0.73071
173000 22.8825 0.882545 4.41273
174000 22.3503 0.350349 1.75175
175000 22.2241 0.224051 1.12025
176000 21.1361 -0.863946 -4.31973
177000 22.3221 0.322061 1.61031
178000 22.0951 0.0951283 0.475642
179000 22.0999 0.0998974 0.499487
180000 21.8069 -0.193074 -0.96537
181000 22.5883 0.588297 2.94149
182000 21.3667 -0.633332 -3.16666
183000 22.3468 0.346783 1.73392
184000 21.764 -0.236012 -1.18006
185000 22.6273 0.627327 3.13663
186000 21.8188 -0.181197 -0.905984
187000 21.4355 -0.564487 -2.82244
188000 21.7112 -0.288839 -1.44419
189000 21.7635 -0.236478 -1.18239
190000 22.6395 0.639477 3.19738
191000 22.0457 0.0456853 0.228426
192000 21.848 -0.151982 -0.759911
193000 21.4751 -0.524938 -2.62469
194000 22.5317 0.531652 2.65826
195000 22.2284 0.228357 1.14179
196000 22.6707 0.67071 3.35355
197000 21.8083 -0.191682 -0.958412
198000 21.5054 -0.494605 -2.47302
199000 21.7497 -0.250301 -1.25151
200000 21.8063 -0.193727 -0.968637
201000 22.3231 0.323124 1.61562
202000 21.4249 -0.575073 -2.87536
203000 23.2114 1.21142 6.0571
204000 22.7235 0.723491 3.61746
205000 21.831 -0.169044 -0.845219
206000 22.2881 0.288145 1.44073
207000 22.0377 0.037705 0.188525
208000 21.8866 -0.113368 -0.566839
209000 23.0495 1.04954 5.24772
210000 21.8264 -0.173604 -0.868021
211000 22.1773 0.177283 0.886414
212000 22.1874 0.187423 0.937113
213000 22.0028 0.00277397 0.0138698
214000 22.9082 0.908154 4.54077
215000 21.762 -0.238012 -1.19006
216000 22.8726 0.872629 4.36314
217000 22.0452 0.0452088 0.226044
218000 22.6651 0.665133 3.32566
219000 21.5587 -0.441314 -2.20657
220000 21.8091 -0.190877 -0.954384
221000 22.7745 0.774534 3.87267
222000 22.8451 0.845116 4.22558
223000 22.8138 0.813763 4.06882
224000 22.2016 0.201574 1.00787
225000 22.6621 0.662066 3.31033
226000 22.1781 0.178113 0.890564
227000 22.3803 0.380282 1.90141
228000 21.9791 -0.0209435 -0.104717
229000 21.3135 -0.686477 -3.43238
230000 22.0043 0.004258 0.02129
231000 22.1326 0.132597 0.662987
232000 21.3499 -0.650092 -3.25046
233000 21.7727 -0.227285 -1.13642
234000 21.7479 -0.252061 -1.2603
235000 22.1024 0.102445 0.512226
236000 21.2526 -0.747431 -3.73715
237000 21.8441 -0.155933 -0.779663
238000 21.6371 -0.362919 -1.81459
239000 22.1359 0.135872 0.679359
