LAMMPS data file via write_data, version 31 Mar 2017, timestep = 1000000

100 atoms
1 atom types

0.0000000000000000e+00 2.2360679774997898e+01 xlo xhi
0.0000000000000000e+00 2.2360679774997898e+01 ylo yhi
0.0000000000000000e+00 2.2360679774997898e+00 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

98 1 1.8866056772070392e+00 4.1818036862381245e+00 0.0000000000000000e+00 11 -14 0
92 1 7.9480241885856575e+00 5.6043573353843656e-01 0.0000000000000000e+00 1 -4 0
61 1 1.6698459023803622e+01 3.9297860627236587e+00 0.0000000000000000e+00 11 1 0
84 1 1.9844503826522743e+01 3.8335968932064097e+00 0.0000000000000000e+00 4 3 0
48 1 1.7394795072124950e+01 2.1749090083801583e+01 0.0000000000000000e+00 3 -7 0
89 1 8.3476199327140765e+00 1.6829230630700829e+00 0.0000000000000000e+00 -2 -1 0
25 1 7.9693778234850372e+00 4.1418288604014650e+00 0.0000000000000000e+00 -1 -1 0
78 1 1.2536201979827069e+01 2.9437355765619801e+00 0.0000000000000000e+00 5 -3 0
68 1 6.8557678552836787e-01 1.9173358719894082e+01 0.0000000000000000e+00 2 -8 0
75 1 2.0824095753515657e+01 4.0776467002837400e+00 0.0000000000000000e+00 3 -8 0
91 1 2.0074731290313710e+00 8.0666377947246524e+00 0.0000000000000000e+00 5 -4 0
4 1 5.5493095242924992e+00 4.6887155010114023e+00 0.0000000000000000e+00 -12 6 0
26 1 1.3790406597713393e+01 3.3428889434295583e+00 0.0000000000000000e+00 5 -14 0
43 1 8.0804301815907245e+00 2.0735699806524938e+01 0.0000000000000000e+00 3 7 0
20 1 1.4093201137850478e+01 2.1761039393079901e+01 0.0000000000000000e+00 20 -2 0
69 1 1.7596379540660401e+01 7.0605443680029500e+00 0.0000000000000000e+00 2 1 0
86 1 1.6918454600232852e+01 6.0181082825186492e+00 0.0000000000000000e+00 -2 2 0
85 1 2.0801515835748813e+01 5.2862205367859181e+00 0.0000000000000000e+00 1 3 0
29 1 2.0055146092153117e-01 6.4326366930063887e+00 0.0000000000000000e+00 0 1 0
15 1 6.9185158821121071e+00 4.1825606998680938e+00 0.0000000000000000e+00 4 -2 0
59 1 1.0962200986570869e+01 7.7072763735720553e+00 0.0000000000000000e+00 -6 5 0
93 1 1.1766236025665641e+01 2.2181800219342854e+01 0.0000000000000000e+00 8 -1 0
62 1 1.4512129186972462e+01 8.7982915105828887e+00 0.0000000000000000e+00 -5 -2 0
65 1 1.3675241783253369e+01 6.6252878350031601e+00 0.0000000000000000e+00 5 -7 0
83 1 1.8604996080440525e+01 7.3831979551069855e+00 0.0000000000000000e+00 3 -10 0
73 1 1.9237651101401941e+01 6.5803818815700810e+00 0.0000000000000000e+00 0 -6 0
35 1 1.0421280751477719e+01 5.4029555067395050e+00 0.0000000000000000e+00 4 -4 0
90 1 6.8345935404229214e+00 6.3129034193467239e+00 0.0000000000000000e+00 -9 -2 0
12 1 1.3197984206628744e+01 7.5918285781824038e+00 0.0000000000000000e+00 8 0 0
79 1 1.2375049965376139e+01 6.6306195560963985e+00 0.0000000000000000e+00 -12 -4 0
32 1 1.8745442883856725e+01 4.3011055745589468e+00 0.0000000000000000e+00 2 -2 0
9 1 1.6903930268541490e+01 9.0626715309647246e+00 0.0000000000000000e+00 -11 3 0
74 1 1.9503622964006350e+01 1.0316504640737065e+01 0.0000000000000000e+00 5 2 0
57 1 2.0950902363095704e+01 9.2524792815465098e+00 0.0000000000000000e+00 6 -2 0
71 1 5.0301337999625426e+00 8.7845058741853315e+00 0.0000000000000000e+00 -9 3 0
19 1 8.0463398743403065e+00 5.1573822924322696e+00 0.0000000000000000e+00 -3 -6 0
45 1 8.4220485728856289e+00 6.0942463756555521e+00 0.0000000000000000e+00 7 -8 0
30 1 3.7267696622612214e+00 1.2663381798571928e+01 0.0000000000000000e+00 1 -2 0
40 1 4.9516781740009259e+00 1.0116236252779148e+01 0.0000000000000000e+00 -1 3 0
6 1 1.6635365440020326e+01 1.0154451432105512e+01 0.0000000000000000e+00 -2 4 0
21 1 2.7607484418680799e+00 1.0292983814008810e+01 0.0000000000000000e+00 -5 -11 0
41 1 1.5109921876448491e+00 1.2548885243011982e+01 0.0000000000000000e+00 -8 -1 0
10 1 3.9424362828696604e+00 1.3874234230242841e+01 0.0000000000000000e+00 5 -1 0
34 1 1.1738640976478507e+01 9.5001505184043626e+00 0.0000000000000000e+00 1 -9 0
99 1 1.7479926968534926e+01 1.2386023910004324e+01 0.0000000000000000e+00 5 -12 0
38 1 2.1959099644592374e+01 9.9197363037667543e+00 0.0000000000000000e+00 -1 7 0
22 1 2.0219964120646630e+01 1.1202006573982494e+01 0.0000000000000000e+00 6 -4 0
18 1 1.8195795759837566e+01 1.7690716292128673e+01 0.0000000000000000e+00 4 -8 0
23 1 2.1201935187794767e+01 1.1163079491645247e+01 0.0000000000000000e+00 -5 -3 0
36 1 2.4608003458057119e+00 1.1620427289184667e+01 0.0000000000000000e+00 5 -9 0
80 1 2.1776406513001292e+00 9.2550744085897367e+00 0.0000000000000000e+00 -1 11 0
39 1 4.0168617474907213e+00 9.5622290389283826e+00 0.0000000000000000e+00 3 -7 0
47 1 1.0334948533657331e+01 1.0078303080659804e+01 0.0000000000000000e+00 4 1 0
24 1 1.3167849268731501e+01 9.8289917322727032e+00 0.0000000000000000e+00 4 -4 0
2 1 1.9437844736460079e+01 1.1931735745400999e+01 0.0000000000000000e+00 -8 6 0
1 1 1.0584144335435189e+01 1.3956761840567214e+01 0.0000000000000000e+00 9 -4 0
82 1 7.1297159741728633e+00 1.3614363168567856e+01 0.0000000000000000e+00 9 12 0
60 1 1.1538414804461395e+01 1.7376409058351438e+01 0.0000000000000000e+00 -10 0 0
67 1 1.7417659990802612e+01 1.4622372946590460e+01 0.0000000000000000e+00 6 1 0
16 1 1.2224471380524907e+01 1.0737668739894660e+01 0.0000000000000000e+00 -10 3 0
33 1 1.7869741739425965e+01 1.0877139707372889e+01 0.0000000000000000e+00 8 -1 0
55 1 1.5658694346972990e+01 8.8029055781242604e+00 0.0000000000000000e+00 5 2 0
51 1 2.2296211144167110e+01 1.7392746232855401e+01 0.0000000000000000e+00 0 -1 0
77 1 2.1623178809635352e+01 1.2179921638544606e+01 0.0000000000000000e+00 10 5 0
11 1 3.2377241884788357e+00 1.6557381406558900e+01 0.0000000000000000e+00 -4 11 0
88 1 7.4456850175588007e+00 1.5211695954310640e+01 0.0000000000000000e+00 8 -5 0
58 1 9.4022645447804809e+00 1.3823364709292884e+01 0.0000000000000000e+00 -4 1 0
44 1 6.8137363923980869e+00 1.9377918107681172e+01 0.0000000000000000e+00 -7 8 0
3 1 1.4650257846647364e+01 1.5648154087020144e+01 0.0000000000000000e+00 6 -7 0
52 1 1.8018062469563194e+01 1.5437022310930363e+01 0.0000000000000000e+00 12 -9 0
28 1 1.6809320599838134e+01 1.7800811182118423e+01 0.0000000000000000e+00 2 0 0
97 1 2.1756911016451310e+00 1.8996453818079374e+01 0.0000000000000000e+00 10 3 0
63 1 4.6599104471248802e+00 2.0798051130627080e+01 0.0000000000000000e+00 1 -9 0
70 1 9.9582398226758819e+00 1.2785882810945383e+01 0.0000000000000000e+00 0 5 0
