LAMMPS data file via write_data, version 31 Mar 2017, timestep = 0

100 atoms
1 atom types

0.0000000000000000e+00 2.2360679774997898e+01 xlo xhi
0.0000000000000000e+00 2.2360679774997898e+01 ylo yhi
0.0000000000000000e+00 2.2360679774997898e+00 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

55 1 1.6612753444438983e+00 1.2799075488915383e+00 0.0000000000000000e+00 8 2 0
20 1 4.2951812352912553e+00 1.0798238775179394e+00 0.0000000000000000e+00 16 -4 0
82 1 3.0327115411572501e+00 1.1041693016846548e+00 0.0000000000000000e+00 7 8 0
10 1 5.7847126932731943e+00 1.0255424299415710e+00 0.0000000000000000e+00 0 0 0
39 1 6.4874794555197708e+00 3.3769443265088167e-01 0.0000000000000000e+00 1 -2 0
16 1 9.0583482248100804e+00 3.2510373661456332e-01 0.0000000000000000e+00 -8 6 0
84 1 1.0484899757224991e+01 9.1251202969962120e-01 0.0000000000000000e+00 2 4 0
73 1 1.9656352059814708e+01 1.0440288175093673e+00 0.0000000000000000e+00 0 -7 0
83 1 7.3000167019323046e+00 2.4151287218441273e+00 0.0000000000000000e+00 -1 -4 0
35 1 8.5422853761348811e+00 2.7112058749132024e+00 0.0000000000000000e+00 -2 -3 0
53 1 1.2923599795937205e+01 2.5922399149532742e+00 0.0000000000000000e+00 2 -8 0
42 1 1.4014869138848390e+01 1.9463917454072610e+00 0.0000000000000000e+00 0 -7 0
97 1 1.6184630780798752e+01 2.2576428226771648e+00 0.0000000000000000e+00 6 5 0
6 1 1.4928325345415844e+01 2.8377575757472364e+00 0.0000000000000000e+00 -1 1 0
30 1 1.7639429530489931e+01 1.6328617952558249e+00 0.0000000000000000e+00 -1 2 0
99 1 1.8614393092479460e+01 1.9816746791970041e+00 0.0000000000000000e+00 3 -11 0
68 1 1.2857085634420127e+00 4.4090038442225570e+00 0.0000000000000000e+00 1 -6 0
54 1 2.4847523772448126e+00 3.0782073722511960e+00 0.0000000000000000e+00 -4 5 0
50 1 6.7608516722392924e+00 4.1290185629469525e+00 0.0000000000000000e+00 -8 -12 0
26 1 7.8843702862615945e+00 3.7423528636976586e+00 0.0000000000000000e+00 3 -5 0
90 1 1.3617087272626650e+01 3.5283419756187544e+00 0.0000000000000000e+00 -4 0 0
9 1 1.6444578570512260e+01 3.6617845608761979e+00 0.0000000000000000e+00 -9 2 0
40 1 1.9369206599533779e+01 4.0038338379595046e+00 0.0000000000000000e+00 0 4 0
94 1 2.0824179856735118e+01 4.4166998274283928e+00 0.0000000000000000e+00 0 4 0
8 1 3.1093598170830363e+00 5.3166820924260776e+00 0.0000000000000000e+00 -3 -1 0
27 1 5.2917750258323117e+00 5.4458735450200244e+00 0.0000000000000000e+00 -5 1 0
80 1 7.9144775061201642e+00 5.3496256234173734e+00 0.0000000000000000e+00 -4 9 0
52 1 1.1516143156755120e+01 5.0472124138791710e+00 0.0000000000000000e+00 10 -6 0
1 1 1.3084788266174563e+01 4.6693675570428370e+00 0.0000000000000000e+00 10 1 0
98 1 1.5344158683719689e+01 4.6714181447471406e+00 0.0000000000000000e+00 9 -12 0
31 1 2.1486815201200137e+01 5.5695480155300343e+00 0.0000000000000000e+00 3 7 0
49 1 2.3063888089107216e+00 6.1816183097737829e+00 0.0000000000000000e+00 10 -3 0
88 1 3.4576548478418720e+00 6.3006675542003414e+00 0.0000000000000000e+00 3 -3 0
69 1 7.9191181833605180e+00 6.5811622461186410e+00 0.0000000000000000e+00 6 1 0
25 1 1.2732112524230006e+01 6.2536366570090332e+00 0.0000000000000000e+00 1 3 0
41 1 1.7419838865102598e+01 7.1635893374213024e+00 0.0000000000000000e+00 -3 3 0
21 1 2.9587786192322909e+00 7.6685590840635562e+00 0.0000000000000000e+00 1 -6 0
77 1 3.3270899505713092e+00 8.7458922426763426e+00 0.0000000000000000e+00 2 3 0
61 1 5.3325248828950702e+00 8.1352928767238382e+00 0.0000000000000000e+00 3 3 0
4 1 7.1725354570318682e+00 7.5861765873961868e+00 0.0000000000000000e+00 -10 3 0
17 1 1.2819377362132460e+01 8.0247833036359051e+00 0.0000000000000000e+00 6 12 0
15 1 1.5743486024379816e+01 8.7130735667137831e+00 0.0000000000000000e+00 -1 -1 0
72 1 6.1880636901997770e+00 1.0324392783988779e+01 0.0000000000000000e+00 -2 -3 0
87 1 9.0414027168338613e+00 9.6215757684127965e+00 0.0000000000000000e+00 -5 -2 0
11 1 1.0993829610828985e+01 1.0176285121343328e+01 0.0000000000000000e+00 -4 4 0
75 1 3.2986560198981635e-01 1.1231435415451417e+01 0.0000000000000000e+00 -3 -6 0
22 1 1.5339137609327249e+00 1.0622558303377531e+01 0.0000000000000000e+00 2 -4 0
63 1 3.0548333664792118e+00 1.1557302770795484e+01 0.0000000000000000e+00 2 -3 0
19 1 4.8186563885552518e+00 1.1618184279595631e+01 0.0000000000000000e+00 -3 -3 0
67 1 8.8667194319066560e+00 1.1894740013680352e+01 0.0000000000000000e+00 5 -3 0
