# Time-averaged data for fix 4
# TimeStep c_1[1] c_1[2] c_1[3] c_1[4]
66300 136341 170396 0 306737
66400 136753 170911 0 307664
66500 137165 171427 0 308592
66600 137578 171943 0 309521
66700 137992 172460 0 310452
66800 138407 172978 0 311384
66900 138822 173496 0 312318
67000 139237 174016 0 313253
67100 139653 174536 0 314189
67200 140070 175057 0 315127
67300 140488 175579 0 316066
67400 140906 176101 0 317007
67500 141324 176625 0 317949
67600 141744 177149 0 318892
67700 142164 177673 0 319837
67800 142584 178199 0 320783
67900 143006 178725 0 321731
68000 143427 179253 0 322680
68100 143850 179781 0 323630
68200 144273 180309 0 324582
68300 144696 180839 0 325535
68400 145121 181369 0 326490
68500 145546 181900 0 327446
68600 145971 182432 0 328403
68700 146397 182965 0 329362
68800 146824 183498 0 330322
68900 147252 184032 0 331284
69000 147680 184567 0 332247
69100 148108 185103 0 333211
69200 148538 185639 0 334177
69300 148967 186177 0 335144
69400 149398 186715 0 336113
69500 149829 187253 0 337082
69600 150261 187793 0 338054
69700 150693 188333 0 339027
69800 151126 188875 0 340001
69900 151560 189416 0 340976
70000 151994 189959 0 341953
70100 152429 190503 0 342932
70200 152864 191047 0 343911
70300 153300 191592 0 344892
70400 153737 192138 0 345875
70500 154175 192684 0 346859
70600 154613 193232 0 347844
70700 155051 193780 0 348831
70800 155490 194329 0 349819
70900 155930 194878 0 350809
71000 156371 195429 0 351799
71100 156812 195980 0 352792
71200 157253 196532 0 353785
71300 157696 197085 0 354781
71400 158139 197638 0 355777
71500 158582 198193 0 356775
71600 159026 198748 0 357774
71700 159471 199304 0 358775
71800 159917 199861 0 359777
71900 160363 200418 0 360781
72000 160809 200976 0 361785
72100 161257 201535 0 362792
72200 161704 202095 0 363799
72300 162153 202656 0 364808
72400 162602 203217 0 365819
72500 163052 203779 0 366831
72600 163502 204342 0 367844
72700 163953 204906 0 368859
72800 164405 205470 0 369875
72900 164857 206035 0 370892
73000 165310 206601 0 371911
73100 165764 207168 0 372931
73200 166218 207735 0 373953
73300 166672 208304 0 374976
73400 167128 208873 0 376001
73500 167584 209443 0 377026
73600 168040 210013 0 378054
73700 168498 210585 0 379082
73800 168955 211157 0 380112
73900 169414 211730 0 381144
74000 169873 212304 0 382177
74100 170333 212878 0 383211
74200 170793 213454 0 384247
74300 171254 214030 0 385284
74400 171715 214607 0 386322
74500 172178 215184 0 387362
74600 172640 215763 0 388403
74700 173104 216342 0 389446
74800 173568 216922 0 390490
74900 174033 217503 0 391535
75000 174498 218084 0 392582
75100 174964 218666 0 393630
75200 175430 219249 0 394680
75300 175898 219833 0 395731
75400 176365 220418 0 396783
75500 176834 221003 0 397837
75600 177303 221589 0 398892
75700 177772 222176 0 399949
75800 178243 222764 0 401007
75900 178714 223353 0 402066
76000 179185 223942 0 403127
